taxonNameID,scientificName,acceptedTaxonNameID,acceptedTaxonName,higherTaxonNameID,higherTaxonName,basionymID,basionym,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,nomenclaturalCode,namePublicationID,namePublishedIn,taxonomicStatus,nomenclaturalStatus,taxonRemarks,taxonConceptID,taxonAccordingTo
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","Thüm.","",,"Bull. Soc. Imp. nat. Moscou,  55: 208 (1880)","","","",,""
,"eriophori",,"",,"",,"Puccinia eriophori","","","","","","","","","","Species","Thüm.","ICBN",,"Bull. Soc. Imp. nat. Moscou,  55: 208 (1880)","","Assumed Valid","",,""
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VII: 730","","","",,""
,"eriophori",,"",,"",,"Puccinia eriophori","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VII: 730","","","",,""
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 632","","","",,""
,"eriophori",,"",,"",,"Puccinia eriophori","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 632","","","",,""
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVII: 466","","","",,""
,"eriophori",,"",,"",,"Puccinia eriophori","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVII: 466","","","",,""
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 580","","","",,""
,"eriophori",,"",,"",,"Puccinia eriophori","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 580","","","",,""
,"Rhabdospora",,"",,"",,"","","","","","","","","","","Genus","Har. & P. Karst.","",,"Index Fungorum","","","",,""
,"thalictri",,"",,"",,"Rhabdospora thalictri","","","","","","","","","","Species","Har. & P. Karst.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Rhabdospora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. X: 392","","","",,""
,"thalictri",,"",,"",,"Rhabdospora thalictri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. X: 392","","","",,""
,"Rhabdospora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 662","","","",,""
,"thalictri",,"",,"",,"Rhabdospora thalictri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 662","","","",,""
,"Septoria",,"",,"",,"","","","","","","","","","","Genus","Bubák","",,"Bulletin de l'Herbier Boissier,  6: 477 (1906)","","","",,""
,"dominii",,"",,"",,"Septoria dominii","","","","","","","","","","Species","Bubák","ICBN",,"Bulletin de l'Herbier Boissier,  6: 477 (1906)","","Assumed Valid","",,""
,"Septoria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXII: 1091","","","",,""
,"dominii",,"",,"",,"Septoria dominii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXII: 1091","","","",,""
,"Septoria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXV: 409","","","",,""
,"dominii",,"",,"",,"Septoria dominii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXV: 409","","","",,""
,"Sphaeria",,"",,"",,"","","","","","","","","","","Genus","Pers.","",,"Observ. mycol.,  1: 67 (1796)","","","",,""
,"canescens",,"",,"",,"Sphaeria canescens","","","","","","","","","","Species","Pers.","ICBN",,"Observ. mycol.,  1: 67 (1796)","","Assumed Valid","",,""
,"Sphaeria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. II: 193","","","",,""
,"canescens",,"",,"",,"Sphaeria canescens","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. II: 193","","","",,""
,"Sphaeria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 346","","","",,""
,"canescens",,"",,"",,"Sphaeria canescens","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 346","","","",,""
,"Stachylidium",,"",,"",,"","","","","","","","","","","Genus","Berl.","",,"Index Fungorum","","","",,""
,"griseum",,"",,"",,"Stachylidium griseum","","","","","","","","","","Species","Berl.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Stachylidium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. IV: 332","","","",,""
,"griseum",,"",,"",,"Stachylidium griseum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. IV: 332","","","",,""
,"Stachylidium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 750","","","",,""
,"griseum",,"",,"",,"Stachylidium griseum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 750","","","",,""
,"Stachylidium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 877","","","",,""
,"griseum",,"",,"",,"Stachylidium griseum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 877","","","",,""
,"Ungularia",,"",,"",,"","","","","","","","","","","Genus","Lázaro Ibiza","",,"Index Fungorum","","","",,""
,"parvula",,"",,"",,"Ungularia parvula","","","","","","","","","","Species","Lázaro Ibiza","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Ungularia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIII: 369, 371","","","",,""
,"parvula",,"",,"",,"Ungularia parvula","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIII: 369, 371","","","",,""
,"Uromyces",,"",,"",,"","","","","","","","","","","Genus","Lasch","",,"Index Fungorum","","","",,""
,"filipendulae",,"",,"",,"Uromyces filipendulae","","","","","","","","","","Species","Lasch","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Uromyces",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 440","","","",,""
,"filipendulae",,"",,"",,"Uromyces filipendulae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 440","","","",,""
,"Ramularia",,"",,"",,"","","","","","","","","","","Genus","Wollenw.","",,"Phytopathology,  3(4): 209 (1913)","","","",,""
,"eudidyma",,"",,"",,"Ramularia eudidyma","","","","","","","","","","Species","Wollenw.","ICBN",,"Phytopathology,  3(4): 209 (1913)","","Assumed Valid","",,""
,"Ramularia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXV: 739","","","",,""
,"eudidyma",,"",,"",,"Ramularia eudidyma","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXV: 739","","","",,""
,"Aecidium",,"",,"",,"","","","","","","","","","","Genus","Petch","",,"Ann. R. bot. Gdns Peradeniya,  4(5): 303 (1909)","","","",,""
,"toddaliae",,"",,"",,"Aecidium toddaliae","","","","","","","","","","Species","Petch","ICBN",,"Ann. R. bot. Gdns Peradeniya,  4(5): 303 (1909)","","Assumed Valid","",,""
,"Aecidium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXI: 757","","","",,""
,"toddaliae",,"",,"",,"Aecidium toddaliae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXI: 757","","","",,""
,"Ascochyta",,"",,"",,"","","","","","","","","","","Genus","Oudem.","",,"Index Fungorum","","","",,""
,"ledicola",,"",,"",,"Ascochyta ledicola","","","","","","","","","","Species","Oudem.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Ascochyta",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVI: 933","","","",,""
,"ledicola",,"",,"",,"Ascochyta ledicola","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVI: 933","","","",,""
,"Asterinella",,"",,"",,"","","","","","","","","","","Genus","Syd. & P. Syd.","",,"Index Fungorum","","","",,""
,"santiriae",,"",,"",,"Asterinella santiriae","","","","","","","","","","Species","Syd. & P. Syd.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Asterinella",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIV: 479","","","",,""
,"santiriae",,"",,"",,"Asterinella santiriae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIV: 479","","","",,""
,"Boletopsis",,"",,"",,"","","","","","","","","","","Genus","Pat. & C.F. Baker","",,"Index Fungorum","","","",,""
,"corrugatus",,"",,"",,"Boletopsis corrugatus","","","","","","","","","","Species","Pat. & C.F. Baker","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Boletopsis",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIII: 334","","","",,""
,"corrugatus",,"",,"",,"Boletopsis corrugatus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIII: 334","","","",,""
,"Ceuthospora",,"",,"",,"","","","","","","","","","","Genus","Mutto{?}","",,"Index Fungorum","","","",,""
,"pollaccii",,"",,"",,"Ceuthospora pollaccii","","","","","","","","","","Species","Mutto{?}","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Ceuthospora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXV: 228","","","",,""
,"pollaccii",,"",,"",,"Ceuthospora pollaccii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXV: 228","","","",,""
,"Cercospora",,"",,"",,"","","","","","","","","","","Genus","Sacc. & P. Syd.","",,"Annls mycol.,  2: 173 (1904)","","","",,""
,"munduleae",,"",,"",,"Cercospora munduleae","","","","","","","","","","Species","Sacc. & P. Syd.","ICBN",,"Annls mycol.,  2: 173 (1904)","","Assumed Valid","",,""
,"Cercospora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVIII: 599","","","",,""
,"munduleae",,"",,"",,"Cercospora munduleae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVIII: 599","","","",,""
,"Coleosporium",,"",,"",,"","","","","","","","","","","Genus","Dietel & Holw.","",,"in Holway, Bot. Gaz.,  31: 337 (1901)","","","",,""
,"anceps",,"",,"",,"Coleosporium anceps","","","","","","","","","","Species","Dietel & Holw.","ICBN",,"in Holway, Bot. Gaz.,  31: 337 (1901)","","Assumed Valid","",,""
,"Coleosporium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVI: 1120","","","",,""
,"anceps",,"",,"",,"Coleosporium anceps","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVI: 1120","","","",,""
,"Coleosporium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVII: 398","","","",,""
,"anceps",,"",,"",,"Coleosporium anceps","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVII: 398","","","",,""
,"Gloeosporium",,"",,"",,"","","","","","","","","","","Genus","Syd. & P. Syd.","",,"Annls mycol.,  5(4): 362 (1907)","","","",,""
,"agaves",,"",,"",,"Gloeosporium agaves","","","","","","","","","","Species","Syd. & P. Syd.","ICBN",,"Annls mycol.,  5(4): 362 (1907)","","Assumed Valid","",,""
,"Gloeosporium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXII: 1190","","","",,""
,"agaves",,"",,"",,"Gloeosporium agaves","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXII: 1190","","","",,""
,"Helminthosporium",,"",,"",,"","","","","","","","","","","Genus","C. Bernard","",,"Index Fungorum","","","",,""
,"incurvatum",,"",,"",,"Helminthosporium incurvatum","","","","","","","","","","Species","C. Bernard","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Helminthosporium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXII: 1392","","","",,""
,"incurvatum",,"",,"",,"Helminthosporium incurvatum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXII: 1392","","","",,""
,"Kuehneola",,"",,"",,"","","","","","","","","","","Genus","Syd., P. Syd. & E.J. Butler","",,"Index Fungorum","","","",,""
,"aliena",,"",,"",,"Kuehneola aliena","","","","","","","","","","Species","Syd., P. Syd. & E.J. Butler","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Kuehneola",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIII: 789","","","",,""
,"aliena",,"",,"",,"Kuehneola aliena","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIII: 789","","","",,""
,"Lichenagaricus",,"",,"",,"","","","","","","","","","","Genus","P. Micheli","",,"Index Fungorum","","","",,""
,"cupressiformis",,"",,"",,"Lichenagaricus cupressiformis","","","","","","","","","","Species","P. Micheli","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Lichenagaricus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. I: 333","","","",,""
,"cupressiformis",,"",,"",,"Lichenagaricus cupressiformis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. I: 333","","","",,""
,"Lichenagaricus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 196","","","",,""
,"cupressiformis",,"",,"",,"Lichenagaricus cupressiformis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 196","","","",,""
,"Lophiostoma",,"",,"",,"","","","","","","","","","","Genus","Berl.","",,"Index Fungorum","","","",,""
,"parvulum",,"",,"",,"Lophiostoma parvulum","","","","","","","","","","Species","Berl.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Lophiostoma",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. IX: 1083","","","",,""
,"parvulum",,"",,"",,"Lophiostoma parvulum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. IX: 1083","","","",,""
,"Lophiostoma",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 392","","","",,""
,"parvulum",,"",,"",,"Lophiostoma parvulum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 392","","","",,""
,"Lophiostoma",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIX: 1133","","","",,""
,"parvulum",,"",,"",,"Lophiostoma parvulum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIX: 1133","","","",,""
,"Meliola",,"",,"",,"","","","","","","","","","","Genus","Gaillard","",,"Index Fungorum","","","",,""
,"zollingeri",,"",,"",,"Meliola zollingeri","","","","","","","","","","Species","Gaillard","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Meliola",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XI: 268","","","",,""
,"zollingeri",,"",,"",,"Meliola zollingeri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XI: 268","","","",,""
,"Meliola",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 427","","","",,""
,"zollingeri",,"",,"",,"Meliola zollingeri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 427","","","",,""
,"Meliola",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 64","","","",,""
,"zollingeri",,"",,"",,"Meliola zollingeri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 64","","","",,""
,"Meliola",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIV: 305","","","",,""
,"zollingeri",,"",,"",,"Meliola zollingeri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIV: 305","","","",,""
,"Microdiplodia",,"",,"",,"","","","","","","","","","","Genus","Sacc.","",,"Index Fungorum","","","",,""
,"miyakei",,"",,"",,"Microdiplodia miyakei","","","","","","","","","","Species","Sacc.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Microdiplodia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXV: 304","","","",,""
,"miyakei",,"",,"",,"Microdiplodia miyakei","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXV: 304","","","",,""
,"Mitremyces",,"",,"",,"","","","","","","","","","","Genus","Berk.","",,"Annals and Magazine of Natural History, Series 1 3: 326 (1839)","","","",,""
,"coccineus",,"",,"",,"Mitremyces coccineus","","","","","","","","","","Species","Berk.","ICBN",,"Annals and Magazine of Natural History, Series 1 3: 326 (1839)","","Assumed Valid","",,""
,"Mitremyces",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VII: 70","","","",,""
,"coccineus",,"",,"",,"Mitremyces coccineus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VII: 70","","","",,""
,"Mitremyces",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 93","","","",,""
,"coccineus",,"",,"",,"Mitremyces coccineus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 93","","","",,""
,"Phloeospora",,"",,"",,"","","","","","","","","","","Genus","Syd.","",,"Annls mycol.,  7(5): 439 (1909)","","","",,""
,"callistea",,"",,"",,"Phloeospora callistea","","","","","","","","","","Species","Syd.","ICBN",,"Annls mycol.,  7(5): 439 (1909)","","Assumed Valid","",,""
,"Phloeospora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXII: 1237","","","",,""
,"callistea",,"",,"",,"Phloeospora callistea","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXII: 1237","","","",,""
,"Phoma",,"",,"",,"","","","","","","","","","","Genus","Speg.","",,"Michelia,  2(no. 7): 273 (1881)","","","",,""
,"inconspicua",,"",,"",,"Phoma inconspicua","","","","","","","","","","Species","Speg.","ICBN",,"Michelia,  2(no. 7): 273 (1881)","","Assumed Valid","",,""
,"Phoma",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. III: 136","","","",,""
,"inconspicua",,"",,"",,"Phoma inconspicua","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. III: 136","","","",,""
,"Phoma",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 530","","","",,""
,"inconspicua",,"",,"",,"Phoma inconspicua","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 530","","","",,""
,"Physalospora",,"",,"",,"","","","","","","","","","","Genus","Rehm","",,"Hedwigia,  40: 111 (1901)","","","",,""
,"olivascens",,"",,"",,"Physalospora olivascens","","","","","","","","","","Species","Rehm","ICBN",,"Hedwigia,  40: 111 (1901)","","Assumed Valid","",,""
,"Physalospora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVI: 461","","","",,""
,"olivascens",,"",,"",,"Physalospora olivascens","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVI: 461","","","",,""
,"Physalospora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 394","","","",,""
,"olivascens",,"",,"",,"Physalospora olivascens","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 394","","","",,""
,"Polyporus",,"",,"",,"","","","","","","","","","","Genus","Quél.","",,"Index Fungorum","","","",,""
,"fucatus",,"",,"",,"Polyporus fucatus","","","","","","","","","","Species","Quél.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Polyporus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIII: 379","","","",,""
,"fucatus",,"",,"",,"Polyporus fucatus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIII: 379","","","",,""
,"Prunulus",,"",,"",,"","","","","","","","","","","Genus","Murrill","",,"North American Flora,  9(5): 331 (1916)","","","",,""
,"scabripes",,"",,"",,"Prunulus scabripes","","","","","","","","","","Species","Murrill","ICBN",,"North American Flora,  9(5): 331 (1916)","","Assumed Valid","",,""
,"Prunulus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIII: 85","","","",,""
,"scabripes",,"",,"",,"Prunulus scabripes","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIII: 85","","","",,""
,"Septoria",,"",,"",,"","","","","","","","","","","Genus","Syd. & P. Syd.","",,"Annls mycol.,  12(2): 163 (1914)","","","",,""
,"obesa",,"",,"",,"Septoria obesa","","","","","","","","","","Species","Syd. & P. Syd.","ICBN",,"Annls mycol.,  12(2): 163 (1914)","","Assumed Valid","",,""
,"Septoria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXV: 415","","","",,""
,"obesa",,"",,"",,"Septoria obesa","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXV: 415","","","",,""
,"Seynesia",,"",,"",,"","","","","","","","","","","Genus","Rehm","",,"Hedwigia,  39(4): 228 (1900)","","","",,""
,"araucariae",,"",,"",,"Seynesia araucariae","","","","","","","","","","Species","Rehm","ICBN",,"Hedwigia,  39(4): 228 (1900)","","Assumed Valid","",,""
,"Seynesia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVI: 641","","","",,""
,"araucariae",,"",,"",,"Seynesia araucariae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVI: 641","","","",,""
,"Seynesia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 798","","","",,""
,"araucariae",,"",,"",,"Seynesia araucariae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 798","","","",,""
,"Sphaerella",,"",,"",,"","","","","","","","","","","Genus","G. Winter","",,"Index Fungorum","","","",,""
,"desmodii",,"",,"",,"Sphaerella desmodii","","","","","","","","","","Species","G. Winter","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Sphaerella",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. addit. vol. I-IV: 77","","","",,""
,"desmodii",,"",,"",,"Sphaerella desmodii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. addit. vol. I-IV: 77","","","",,""
,"Sphaerella",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. IX: 616","","","",,""
,"desmodii",,"",,"",,"Sphaerella desmodii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. IX: 616","","","",,""
,"Sphaerella",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 714","","","",,""
,"desmodii",,"",,"",,"Sphaerella desmodii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 714","","","",,""
,"Uromyces",,"",,"",,"","","","","","","","","","","Genus","Speg.","",,"An. Mus. nac. Hist. nat. B. Aires,  8(1): 60 (1902)","","","",,""
,"chubutensis",,"",,"",,"Uromyces chubutensis","","","","","","","","","","Species","Speg.","ICBN",,"An. Mus. nac. Hist. nat. B. Aires,  8(1): 60 (1902)","","Assumed Valid","",,""
,"Uromyces",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVII: 261","","","",,""
,"chubutensis",,"",,"",,"Uromyces chubutensis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVII: 261","","","",,""
,"Valsella",,"",,"",,"","","","","","","","","","","Genus","Fuckel","",,"Jb. nassau. Ver. Naturk.,  27-28 (1873) [1873-74]","","","",,""
,"adhaerens",,"",,"",,"Valsella adhaerens","","","","","","","","","","Species","Fuckel","ICBN",,"Jb. nassau. Ver. Naturk.,  27-28 (1873) [1873-74]","","Assumed Valid","",,""
,"Valsella",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 837","","","",,""
,"adhaerens",,"",,"",,"Valsella adhaerens","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 837","","","",,""
,"Valsella",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 1120","","","",,""
,"adhaerens",,"",,"",,"Valsella adhaerens","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 1120","","","",,""
,"Valsella",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. I: 159","","","",,""
,"adhaerens",,"",,"",,"Valsella adhaerens","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. I: 159","","","",,""
,"Hendersonia",,"",,"",,"","","","","","","","","","","Genus","Oudem.","",,"Index Fungorum","","","",,""
,"typhicola",,"",,"",,"Hendersonia typhicola","","","","","","","","","","Species","Oudem.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Hendersonia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVI: 946","","","",,""
,"typhicola",,"",,"",,"Hendersonia typhicola","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVI: 946","","","",,""
,"Hendersonia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIX: 859","","","",,""
,"typhicola",,"",,"",,"Hendersonia typhicola","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIX: 859","","","",,""
,"Hendersonia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. III: 419","","","",,""
,"typhicola",,"",,"",,"Hendersonia typhicola","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. III: 419","","","",,""
,"Auricularia",,"",,"",,"","","","","","","","","","","Genus","Bull.","",,"Champ.,  9: tab. 402 (1789)","","","",,""
,"papyrina",,"",,"",,"Auricularia papyrina","","","","","","","","","","Species","Bull.","ICBN",,"Champ.,  9: tab. 402 (1789)","","Assumed Valid","",,""
,"Auricularia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VI: 413","","","",,""
,"papyrina",,"",,"",,"Auricularia papyrina","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VI: 413","","","",,""
,"Auricularia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 56","","","",,""
,"papyrina",,"",,"",,"Auricularia papyrina","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 56","","","",,""
,"Chaetomium",,"",,"",,"","","","","","","","","","","Genus","Bainier","",,"Bull. Soc. mycol. Fr.,  25(4): 223 (1910)","","","",,""
,"caprinum",,"",,"",,"Chaetomium caprinum","","","","","","","","","","Species","Bainier","ICBN",,"Bull. Soc. mycol. Fr.,  25(4): 223 (1910)","","Assumed Valid","",,""
,"Chaetomium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXII: 116","","","",,""
,"caprinum",,"",,"",,"Chaetomium caprinum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXII: 116","","","",,""
,"Cercospora",,"",,"",,"","","","","","","","","","","Genus","Pass.","",,"Hedwigia,  16(6): 124 (1877)","","","",,""
,"nasturtii",,"",,"",,"Cercospora nasturtii","","","","","","","","","","Species","Pass.","ICBN",,"Hedwigia,  16(6): 124 (1877)","","Assumed Valid","",,""
,"Cercospora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. IV: 433","","","",,""
,"nasturtii",,"",,"",,"Cercospora nasturtii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. IV: 433","","","",,""
,"Cercospora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. X: 618","","","",,""
,"nasturtii",,"",,"",,"Cercospora nasturtii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. X: 618","","","",,""
,"Cercospora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 89","","","",,""
,"nasturtii",,"",,"",,"Cercospora nasturtii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 89","","","",,""
,"Cercospora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIX: 254","","","",,""
